Route,Stops (via)
258C KBS-BGT,Adakimaranahalli -> Ananda Rao Circle -> Arishinakunte -> Bettanagere Nelamangala -> CMTI -> Chikkabidarakallu -> Dasanapura -> Deepak Factory -> Devannanapalya -> Goraguntepalya -> Govardhan Talkies -> Jalahalli Cross -> Jindal -> Kempegowda Bus Station -> MEI Factory -> Madanayakanahalli -> Madavara -> Makali -> Malleshwaram 11th Cross -> Malleshwaram 15th Cross -> Malleshwaram 8th Cross -> Malleshwaram Circle -> RMC Yard -> SRS Peenya -> T Dasarahalli -> Tata Institute -> Vishwa Shanti Ashrama Nelamangala -> Widia Factory
258-GA KBS-BMSH,Adakimaranahalli -> Ananda Rao Circle -> Arishinakunte -> Bommashettyhalli Nelamangala -> CMTI -> Chikkabidarakallu -> Dasanapura -> Deepak Factory -> Devannanapalya -> Goraguntepalya -> Govardhan Talkies -> Jalahalli Cross -> Jindal -> Kempegowda Bus Station -> MEI Factory -> Madanayakanahalli -> Madavara -> Makali -> Malleshwaram 11th Cross -> Malleshwaram 15th Cross -> Malleshwaram 8th Cross -> Malleshwaram Circle -> RMC Yard -> SRS Peenya -> T Dasarahalli -> Tata Institute -> Vishwa Shanti Ashrama Nelamangala -> Widia Factory
258-GA,Adakimaranahalli -> Ananda Rao Circle -> Arishinakunte -> Bommashettyhalli Nelamangala -> CMTI -> Chikkabidarakallu -> Corporation -> Dasanapura -> Deepak Factory -> Devannanapalya -> Goraguntepalya -> Govardhan Talkies -> Jalahalli Cross -> Jindal -> KR Market -> Kempegowda Bus Station -> MEI Factory -> Madanayakanahalli -> Madavara -> Makali -> Malleshwaram 11th Cross -> Malleshwaram 15th Cross -> Malleshwaram 8th Cross -> Malleshwaram Circle -> Mysore Bank -> RMC Yard -> SRS Peenya -> T Dasarahalli -> Tata Institute -> Town Hall -> Vishwa Shanti Ashrama Nelamangala -> Widia Factory
507-C YPRS-KRPG,B Channasandra Bridge -> BEL Circle -> Babusabpalya -> Bhadrappa Layout -> Chikka Bettahalli -> Chikka Byalakere -> Choudappa Layout Byalakere -> Dasenahalli Hesaraghatta -> Dodda Byalakere -> Gopalapura -> Gopalapura Railway Gollahalli -> Guddadahalli Hesaraghatta Road -> HRBR Layout 3rd Block -> Hebbala Bridge -> Hennur Junction -> Hesaraghatta TB Cross -> Huskur Baare Hesaraghatta Road -> ITI Circle -> ITI Colony Gate -> Indian Institute of Horticultural Research TB -> Ivarukandapura -> KG Srinivasapura Cross Nelamangala -> Kalyananagara -> Kanakanagara Totagere -> MS Ramaiah College -> Manyata Embassy Business Park -> Mattikere -> Mylanahalli Gate Nelamangala -> Ramamurthynagara Alada Mara -> Ramamurthynagara Manipal -> Shivakote -> Thotagere Basavanna Devastana -> Thotagere Village Hesaraghatta Road -> Vinayakanagara Hesarghatta -> Vivekananda Vidyavardhaka Hesaraghatta -> Yarayyanapalya -> Yashawanthapura Market -> Yelahanka Old Town -> Yelahanka Santhe Circle -> Yelahanka Satellite Town
407-F,Chikka Bettahalli -> Choudappa Layout Byalakere -> Dasenahalli Hesaraghatta -> Dodda Byalakere -> Gopalapura -> Gopalapura Railway Gollahalli -> Guddadahalli Hesaraghatta Road -> Guni Agrahara -> Hesaraghatta TB Cross -> Huskur Baare Hesaraghatta Road -> KG Srinivasapura Cross Nelamangala -> Kanakanagara Totagere -> Mylanahalli Gate Nelamangala -> Paakegowdanapalya -> Siluvepura -> Thore Nagasandra Cross -> Thotagere Basavanna Devastana -> Thotagere Village Hesaraghatta Road -> Vinayakanagara Hesarghatta -> Vivekananda Vidyavardhaka Hesaraghatta -> Yelahanka Old Town -> Yelahanka Santhe Circle -> Yelahanka Satellite Town
CRISTAL-5,Byatarayanapura -> Chokkanahalli Rajanukunte -> Christal House Learning School -> Escorts Yelahanka -> Hebbala -> Jakkur Aerodrum -> Janatha Dala Office Ananda Rao Circle -> Junnasandra Madhure Temple -> KG Srinivasapura Cross Nelamangala -> KMF Kakolu -> Kakolu -> Kamakshipura -> Kaval Byrasandra -> Kempegowda Bus Station -> Mekhri Circle -> Mylanahalli Gate Nelamangala -> Palace Ground -> Puttenahalli -> RT Nagara Police Station -> Rajanukunte -> Saraipalya -> Seeresandra Byatha -> Shivananda Store -> Thanisandra -> Wheel and Axle Plant NES -> Yelahanka Santhe Circle
HSG-NMG 407,Dasenahalli Hesaraghatta -> Gopalapura -> Gopalapura Railway Gollahalli -> Guddadahalli Hesaraghatta Road -> Huskur Baare Hesaraghatta Road -> KG Srinivasapura Cross Nelamangala -> Kanakanagara Totagere -> Mylanahalli Gate Nelamangala -> Thotagere Basavanna Devastana -> Thotagere Village Hesaraghatta Road -> Vinayakanagara Hesarghatta -> Vivekananda Vidyavardhaka Hesaraghatta
406 YLKOT-NMG,Chokkanahalli Rajanukunte -> Escorts Yelahanka -> Junnasandra Madhure Temple -> KG Srinivasapura Cross Nelamangala -> KMF Kakolu -> Kakolu -> Kamakshipura -> Mylanahalli Gate Nelamangala -> Puttenahalli -> Rajanukunte -> Seeresandra Byatha -> Wheel and Axle Plant NES -> Yelahanka Old Town -> Yelahanka Santhe Circle
CLO-AVH,Agrahara Dasarahalli -> Anjananagara -> Averahalli Ravuttanahalli -> Bettahalli Vaddarahalli -> Byadarahalli College Cross -> Byadarahalli Magadi Road -> Chamundinagara Kittanahalli -> Chikka Gollarahatti -> Depot-34 Gate -> Devarachikkanahalli -> Forest Gate -> Gollarahatti -> Herohalli Cross -> Hulimavu Gate -> Income Tax Layout -> Kachohalli Gate -> Kadabagere -> Kadabagere Cross -> Kamakshipalya -> Kittanahalli -> Kottigepalya -> MC Layout A.Dasarahalli -> Machohalli Gate -> Meenakshi Temple -> Mutturayanaswamy Temple Kadabagere Cross -> Ravuthanahalli -> Shanthinagara Ravuthanahalli -> Summanahalli -> Sunkadakatte -> Vijayanagara -> Vijayanagara Maruthi Mandira -> Vijayanagara TTMC
245-K,Agrahara Dasarahalli -> Anjananagara -> Averahalli Ravuttanahalli -> Bettahalli Vaddarahalli -> Byadarahalli College Cross -> Byadarahalli Magadi Road -> Chamundinagara Kittanahalli -> Chikka Gollarahatti -> Forest Gate -> Gollarahatti -> Herohalli Cross -> Kachohalli Gate -> Kadabagere -> Kadabagere Cross -> Kamakshipalya -> Kempegowda Bus Station -> Kittanahalli -> Kottigepalya -> Machohalli Gate -> Minerva Mill -> Mutturayanaswamy Temple Kadabagere Cross -> Okalipura -> Prasanna Theatre -> Ravuthanahalli -> Shanthinagara Ravuthanahalli -> Summanahalli -> Sunkadakatte
336-B SNBS-KMP,Agrahara Dasarahalli -> Anjananagara -> Bayandahalli -> Bayandahalli Colony -> Bettahalasuru Cross -> Bettahalasuru Village -> Bettahalli Vaddarahalli -> Bharathinagara Hunasamaranahalli -> Binny Mill -> Binnypet -> Byadarahalli College Cross -> Byadarahalli Magadi Road -> Chamarajapet Water Tank -> Chamundinagara Kittanahalli -> Chikka Gollarahatti -> Commando Hospital -> Domlur Flyover -> Forest Gate -> Gollarahatti -> HAL Main Gate -> Herohalli Cross -> Hosmat Hospital -> Hunasamaranahalli -> IAF Yelahanka -> Indian Air Force -> Janapriya Township -> KH Road -> KR Market -> Kachohalli Gate -> Kadabagere Cross -> Kamakshipalya -> Kempapura HAL -> Kendriya Vihara -> Kittanahalli -> Kodihalli -> Kogilu Cross -> Konena Agrahara -> Kottigepalya -> Machohalli Gate -> Magadi Road Hunasemara -> Mayohall -> Murugeshpalya -> Mutturayanaswamy Temple Kadabagere Cross -> Palanahalli Gate -> Prasanna Theatre -> Puttenahalli -> Ravuthanahalli -> Rayan Circle Tippu Sultan Road -> Richmond Circle -> SMVIT Cross -> Shanthinagara Ravuthanahalli -> Shanthinagara TTMC -> Sirsi Circle -> Sonnappanahalli Yelahanka -> Summanahalli -> Sunkadakatte -> Venkatala -> Yamalur -> Yamalur Cross -> Yelahanka NES Office -> Yelahanka Santhe Circle
245-F,Agrahara Dasarahalli -> Anjananagara -> Averahalli Ravuttanahalli -> Bayandahalli -> Bayandahalli Colony -> Bettahalli Vaddarahalli -> Binny Mill -> Binnypet -> Byadarahalli College Cross -> Byadarahalli Magadi Road -> Chamarajapet Water Tank -> Chamundinagara Kittanahalli -> Chikka Gollarahatti -> Forest Gate -> Gollarahatti -> Herohalli Cross -> Janapriya Township -> KR Market -> Kachohalli Gate -> Kadabagere Cross -> Kamakshipalya -> Kittanahalli -> Kottigepalya -> Machohalli Gate -> Magadi Road Hunasemara -> Mutturayanaswamy Temple Kadabagere Cross -> Prasanna Theatre -> Ravuthanahalli -> Rayan Circle Tippu Sultan Road -> Shanthinagara Ravuthanahalli -> Sirsi Circle -> Summanahalli -> Sunkadakatte
245-R KBS-DJP,Agrahara Dasarahalli -> Anjananagara -> Bettahalli Vaddarahalli -> Byadarahalli College Cross -> Byadarahalli Magadi Road -> Chamundinagara Kittanahalli -> Chikka Gollarahatti -> Devaninjayyanapalya -> East West College Cross -> Forest Gate -> Gollarahatti -> Herohalli Cross -> Kachohalli Gate -> Kadabagere -> Kadabagere Cross -> Kamakshipalya -> Kempegowda Bus Station -> Kittanahalli -> Kottigepalya -> Machohalli Gate -> Minerva Mill -> Mutturayanaswamy Temple Kadabagere Cross -> Okalipura -> Prasanna Theatre -> Summanahalli -> Sunkadakatte
D35G-KTH,Bayandahalli -> Bayandahalli Colony -> Bettahalli Vaddarahalli -> Janapriya Township -> Kadabagere Cross -> Kittanahalli -> Mutturayanaswamy Temple Kadabagere Cross -> Seegehalli Gate
PSS-KTNH,Anjananagara -> Bettahalli Vaddarahalli -> Byadarahalli College Cross -> Byadarahalli Magadi Road -> Chikka Gollarahatti -> Forest Gate -> Gollarahatti -> Hegganahalli -> Hegganahalli Cross -> Hegganahalli Milk Dairy -> Herohalli Cross -> Kachohalli Gate -> Kadabagere -> Kadabagere Cross -> Kittanahalli -> Machohalli Gate -> Neelagiri Thopu Hegganahalli -> Sunkadakatte -> Sunkadakatte Aralimara -> Sunkadakatte Maramma Temple
245-E,Agrahara Dasarahalli -> Anjananagara -> Bayandahalli -> Bayandahalli Colony -> Bettahalli Vaddarahalli -> Binny Mill -> Binnypet -> Byadarahalli College Cross -> Byadarahalli Magadi Road -> Chamarajapet Water Tank -> Chikka Gollarahatti -> Forest Gate -> Gollarahatti -> Herohalli Cross -> Janapriya Township -> KR Market -> Kachohalli Gate -> Kadabagere Cross -> Kamakshipalya -> Kittanahalli -> Kottigepalya -> Machohalli Gate -> Magadi Road Hunasemara -> Mutturayanaswamy Temple Kadabagere Cross -> Prasanna Theatre -> Rayan Circle Tippu Sultan Road -> Sirsi Circle -> Summanahalli -> Sunkadakatte
KTH-D35G,Kadabagere -> Kadabagere Cross -> Kittanahalli -> Raghavendra Layout Kadabagere -> Seegehalli Gate
245-R,Agrahara Dasarahalli -> Anjananagara -> Bettahalli Vaddarahalli -> Byadarahalli College Cross -> Byadarahalli Magadi Road -> Chikka Gollarahatti -> East West College Cross -> Forest Gate -> Gollarahatti -> Herohalli Cross -> Kachohalli Gate -> Kadabagere -> Kadabagere Cross -> Kamakshipalya -> Kempegowda Bus Station -> Kittanahalli -> Kottigepalya -> Machohalli Gate -> Minerva Mill -> Mutturayanaswamy Temple Kadabagere Cross -> Okalipura -> Prasanna Theatre -> Summanahalli -> Sunkadakatte
245-J,Agrahara Dasarahalli -> Anjananagara -> Bayandahalli -> Bayandahalli Colony -> Bettahalli Vaddarahalli -> Byadarahalli College Cross -> Byadarahalli Magadi Road -> Chikka Gollarahatti -> East West College Cross -> Forest Gate -> Gollarahatti -> Herohalli Cross -> Janapriya Township -> Kachohalli Gate -> Kadabagere Cross -> Kamakshipalya -> Kempegowda Bus Station -> Kittanahalli -> Kottigepalya -> Machohalli Gate -> Minerva Mill -> Mutturayanaswamy Temple Kadabagere Cross -> Okalipura -> Prasanna Theatre -> Summanahalli -> Sunkadakatte
245-J MRTG-KTH,Agrahara Dasarahalli -> Anjananagara -> Bayandahalli -> Bayandahalli Colony -> Bettahalli Vaddarahalli -> Byadarahalli College Cross -> Byadarahalli Magadi Road -> Chikka Gollarahatti -> East West College Cross -> Forest Gate -> Gollarahatti -> Herohalli Cross -> Janapriya Township -> Kachohalli Gate -> Kadabagere Cross -> Kamakshipalya -> Kittanahalli -> Kottigepalya -> Machohalli Gate -> Mutturayanaswamy Temple Kadabagere Cross -> Summanahalli -> Sunkadakatte
242-B KBS-BKPN,Agrahara Dasarahalli -> Anjananagara -> B Krishnappa Nagara -> Byadarahalli College Cross -> Byadarahalli Magadi Road -> Channadasipalya -> Channenahalli -> Channenahalli Arch -> Chikka Gollarahatti -> Forest Gate -> Gangenahalli Cross Tavarekere Nelamangala Road -> Gollarahatti -> Hamsa Farm -> Herohalli Cross -> Honaganahatti -> Jettipalya Tavarekere -> Kachohalli Gate -> Kadabagere Cross -> Kamakshipalya -> Kempegowda Bus Station -> Kottigepalya -> Lakkuppe -> Machohalli Gate -> Minerva Mill -> Okalipura -> Prasanna Theatre -> Seegehalli Gate -> Summanahalli -> Sunkadakatte -> Tavarekere -> Tavarekere BWSSB -> Varthuru Tavarekere
D35G-GDH,Giddenahalli -> Giddenahalli Kadabagere -> Mallaiahnapalya Channenahalli -> Seegehalli Gate
242-N,Agrahara Dasarahalli -> Anjananagara -> Binny Mill -> Binnypet -> Byadarahalli College Cross -> Byadarahalli Magadi Road -> Chamarajapet Water Tank -> Chikka Gollarahatti -> Forest Gate -> Giddenahalli -> Giddenahalli Kadabagere -> Gollarahatti -> Herohalli Cross -> KR Market -> Kachohalli Gate -> Kadabagere Cross -> Kamakshipalya -> Kottigepalya -> Machohalli Gate -> Magadi Road Hunasemara -> Mallaiahnapalya Channenahalli -> Prasanna Theatre -> Rayan Circle Tippu Sultan Road -> Seegehalli Gate -> Sirsi Circle -> Summanahalli -> Sunkadakatte
242-N MRTG-GDH,Agrahara Dasarahalli -> Anjananagara -> Byadarahalli College Cross -> Byadarahalli Magadi Road -> Chikka Gollarahatti -> Forest Gate -> Giddenahalli -> Giddenahalli Kadabagere -> Gollarahatti -> Herohalli Cross -> Kachohalli Gate -> Kadabagere Cross -> Kamakshipalya -> Kottigepalya -> Machohalli Gate -> Mallaiahnapalya Channenahalli -> Seegehalli Gate -> Summanahalli -> Sunkadakatte
257-C ASK-RVT,Adakimaranahalli -> Arishinakunte -> Dasanapura -> Devannanapalya -> Kenganahalli Cross -> Ravuthanahalli
256-D KBS-RVT,Adakimaranahalli -> CMTI -> Chikkabidarakallu -> Deepak Factory -> Goraguntepalya -> Govardhan Talkies -> Gowdahalli Colony -> Jalahalli Cross -> Jindal -> Kempegowda Bus Station -> Kenganahalli Cross -> MEI Factory -> Madanayakanahalli -> Madavara -> Makali -> Malleshwaram 11th Cross -> Malleshwaram 15th Cross -> Malleshwaram 8th Cross -> Malleshwaram Circle -> RMC Yard -> Ravuthanahalli -> Ravuthanahalli Cross Bengaluru Mangalore Hwy -> SRS Peenya -> T Dasarahalli -> Tata Institute -> Widia Factory
D35G-VDHTC,BMTC Training Centre Vaddarahalli -> Bayandahalli -> Bayandahalli Colony -> Janapriya Township -> Kadabagere Cross -> Mutturayanaswamy Temple Kadabagere Cross -> Seegehalli Gate -> Vaddarahalli
245-M,Agrahara Dasarahalli -> Anjananagara -> BMTC Training Centre Vaddarahalli -> Bayandahalli -> Bayandahalli Colony -> Byadarahalli College Cross -> Byadarahalli Magadi Road -> Chikka Gollarahatti -> Forest Gate -> Gollarahatti -> Herohalli Cross -> Janapriya Township -> Kachohalli Gate -> Kadabagere Cross -> Kamakshipalya -> Kempegowda Bus Station -> Kottigepalya -> Machohalli Gate -> Minerva Mill -> Mutturayanaswamy Temple Kadabagere Cross -> Okalipura -> Prasanna Theatre -> Summanahalli -> Sunkadakatte -> Vaddarahalli
245-M KHC-VDHTC,Agrahara Dasarahalli -> Anjananagara -> BMTC Training Centre Vaddarahalli -> Bayandahalli -> Bayandahalli Colony -> Byadarahalli College Cross -> Byadarahalli Magadi Road -> Chikka Gollarahatti -> Forest Gate -> Gollarahatti -> Herohalli Cross -> Janapriya Township -> Kachohalli Gate -> Kadabagere Cross -> Kamakshipalya -> Kempegowda Bus Station -> Kottigepalya -> Machohalli Gate -> Maharanis College -> Minerva Mill -> Mutturayanaswamy Temple Kadabagere Cross -> Okalipura -> Prasanna Theatre -> Summanahalli -> Sunkadakatte -> Vaddarahalli -> Vidhana Soudha
245-MA,Agrahara Dasarahalli -> Anjananagara -> BMTC Training Centre Vaddarahalli -> Bayandahalli -> Bayandahalli Colony -> Byadarahalli College Cross -> Byadarahalli Magadi Road -> Chikka Gollarahatti -> Forest Gate -> Gollarahatti -> Govt Soap Factory -> Herohalli Cross -> Iskcon Temple -> Janapriya Township -> Kachohalli Gate -> Kadabagere Cross -> Kamadhenu Kshetra Vaddarahalli -> Kamakshipalya -> Kammasandra Madanayakanahalli -> Kammasandrapalya -> Kempegowda Bus Station -> Kottigepalya -> Machohalli Gate -> Mahalakshmi Layout -> Mahalakshmi Layout Entrance -> Minerva Mill -> Mutturayanaswamy Temple Kadabagere Cross -> Okalipura -> Prasanna Theatre -> Summanahalli -> Sunkadakatte -> Vaddarahalli
245-AA,Anjananagara -> BMTC Training Centre Vaddarahalli -> Bayandahalli -> Bayandahalli Colony -> Bengaluru University Quarters -> Byadarahalli College Cross -> Byadarahalli Magadi Road -> Chikka Gollarahatti -> Deepa Complex -> Forest Gate -> Ganesha Circle Kammasandra -> Gollarahatti -> Herohalli Cross -> Janapriya Township -> Kachohalli Gate -> Kadabagere Cross -> Kadirenahalli Madanayakanahalli -> Kamadhenu Kshetra Vaddarahalli -> Kammasandra Madanayakanahalli -> Kammasandrapalya -> Kenchanapura Cross -> Kengeri Church -> Kengeri Satellite Town Society -> Kengeri TTMC -> Kengunte Circle -> Machohalli Gate -> Madanayakanahalli -> Mallathahalli Cross -> Mariyappanapalya -> Mutturayanaswamy Temple Kadabagere Cross -> Nagadevanahalli -> Papareddypalya -> Shirke KHB Quarters Kengeri -> Sunkadakatte -> Vaddarahalli -> Vokkaliga School Kottigepalya
245-DA,Agara -> Agrahara Dasarahalli -> Anjananagara -> BMTC Training Centre Vaddarahalli -> Banashankari TTMC -> Basappa Circle -> Basavanagara Kengeri -> Bayandahalli -> Bayandahalli Colony -> Bayyanapalya -> Binny Mill -> Binnypet -> Byadarahalli College Cross -> Byadarahalli Magadi Road -> Chamarajapet Water Tank -> Chikka Gollarahatti -> Deepak Nursing Home Banashankari -> Doddakallasandra -> Forest Gate -> Gangasandra -> Gollarahatti -> Herohalli Cross -> Hosapalya Colony -> Janapriya Township -> Jaraganahalli Cross -> Jayanagara 6th Block -> Jayaram Das Factory -> KR Market -> Kachohalli Gate -> Kadabagere Cross -> Kamakshipalya -> Kengeri TTMC -> Konanakunte Cross -> Kottigepalya -> Kumbalagodu -> Machohalli Gate -> Magadi Road Hunasemara -> Makkala Koota -> Mutturayanaswamy Temple Kadabagere Cross -> Mysore Road Bus Station -> Mysore Road Tollgate -> Nanda Talkies -> Nayandahalli -> New Guddadahalli -> Prasanna Theatre -> Raghuvanahalli Cross -> Rayan Circle Tippu Sultan Road -> Sajjan Rao Circle -> Sarakki -> Sirsi Circle -> South End Circle -> Sri Swanandashrama Agara -> Summanahalli -> Sunkadakatte -> Thalagattapura -> Thataguni BWSSB -> Vaddarahalli -> Vajramuneshwara Gate -> Yediyuru Jayanagara 6th Block -> Yelachenahalli
KBS-MNKH,Agrahara Dasarahalli -> Anjananagara -> BMTC Training Centre Vaddarahalli -> Bayandahalli -> Bayandahalli Colony -> Byadarahalli College Cross -> Byadarahalli Magadi Road -> Chikka Gollarahatti -> Forest Gate -> Ganesha Circle Kammasandra -> Gollarahatti -> Herohalli Cross -> Janapriya Township -> Kachohalli Gate -> Kadabagere Cross -> Kadirenahalli Madanayakanahalli -> Kamadhenu Kshetra Vaddarahalli -> Kamakshipalya -> Kammasandra Madanayakanahalli -> Kammasandrapalya -> Kempegowda Bus Station -> Kottigepalya -> Machohalli Gate -> Madanayakanahalli -> Minerva Mill -> Mutturayanaswamy Temple Kadabagere Cross -> Okalipura -> Summanahalli -> Sunkadakatte -> Vaddarahalli
245-M KBS-BDVN,Agrahara Dasarahalli -> Anjananagara -> BMTC Training Centre Vaddarahalli -> Bayandahalli -> Bayandahalli Colony -> Brundavana Kammasandra -> Byadarahalli College Cross -> Byadarahalli Magadi Road -> Chikka Gollarahatti -> Forest Gate -> Gollarahatti -> Herohalli Cross -> Janapriya Township -> Kachohalli Gate -> Kadabagere Cross -> Kamakshipalya -> Kempegowda Bus Station -> Kottigepalya -> Machohalli Gate -> Minerva Mill -> Mutturayanaswamy Temple Kadabagere Cross -> Okalipura -> Prasanna Theatre -> Summanahalli -> Sunkadakatte -> Vaddarahalli
245-M KHC-VTC,Agrahara Dasarahalli -> Anjananagara -> BMTC Training Centre Vaddarahalli -> Bayandahalli -> Bayandahalli Colony -> Brundavana Kammasandra -> Byadarahalli College Cross -> Byadarahalli Magadi Road -> Chikka Gollarahatti -> Forest Gate -> Gollarahatti -> Herohalli Cross -> Janapriya Township -> Kachohalli Gate -> Kadabagere Cross -> Kamakshipalya -> Kempegowda Bus Station -> Kottigepalya -> Machohalli Gate -> Maharanis College -> Minerva Mill -> Mutturayanaswamy Temple Kadabagere Cross -> Okalipura -> Prasanna Theatre -> Summanahalli -> Sunkadakatte -> Vaddarahalli -> Vidhana Soudha
D31G-KMS,Anjananagara -> BMTC Training Centre Vaddarahalli -> Bayandahalli -> Bayandahalli Colony -> Byadarahalli College Cross -> Byadarahalli Magadi Road -> Chikka Gollarahatti -> Depot-31 Gate -> Forest Gate -> Ganesha Circle Kammasandra -> Gollarahatti -> Herohalli Cross -> Janapriya Town SHip -> Janapriya Township -> Kachohalli Gate -> Kadabagere Cross -> Kamadhenu Kshetra Vaddarahalli -> Kammasandra Madanayakanahalli -> Kammasandrapalya -> Kottigepalya -> Machohalli Gate -> Mutturayanaswamy Temple Kadabagere Cross -> Summanahalli -> Sunkadakatte -> Vaddarahalli
